,X,Y
0,10.931521623174081,2.5283010294977557
1,21.22959347484033,4.157178195212673
2,19.14787351606642,6.331776409497504
3,15.984748825742926,11.156611034465447
4,17.50112219834745,11.499527575634243
5,21.803079087566047,23.227660897518845
6,21.992953155484884,15.58963342662069
7,24.8324941104068,22.903462253538585
8,25.57779639655294,31.122874282999664
9,25.611631078074446,34.99612496068814
10,25.482898459863087,34.321008163735875
11,23.832175274718463,40.490080140100986
12,25.56107764265968,45.03496541280981
13,26.28555402415372,54.63395637178099
14,28.170607251502837,55.4082790986315
15,27.03517178982005,62.70998603301872
16,27.986510878804022,70.54424160377509
17,32.24285546613885,74.03314295178919
18,33.751964506529845,84.40816996713633
19,30.771551005482273,86.8036469519053
20,34.14850682119494,94.14964547986703
21,34.39669632302923,100.62303978612195
22,38.27594929441452,108.33154443015704
23,38.89274786850022,114.00379449170497
24,39.947435357605684,119.3544189413679
25,43.908416583654805,124.4057856272986
26,44.72724026108778,134.24024833333473
27,46.04243980265882,142.1835012746101
28,42.10664215942458,153.89076494269133
29,45.137704920227236,163.8616494279409
30,46.48322339677814,175.8822106374078
31,48.40296435306323,174.38933376389457
32,47.21903737744246,183.33734647561022
33,45.06874258593559,199.36711758053357
34,51.71821309403974,204.94027269936245
35,51.908516685219084,208.31440278052222
36,53.87627715044758,227.4155471334408
37,49.65851261726093,233.1501417971634
38,50.91875794282445,237.15695769385502
39,55.33653026460201,247.7527480328134
40,54.338653384514934,253.31367817036426
41,53.18919663264505,269.0061270328891
42,53.210382534512036,278.5176073899898
43,57.501057449347286,288.45799985729883
44,59.276292513970134,298.9072241425369
45,57.517363626338394,300.968165679972
46,60.776878240848,316.6078555495201
47,62.41184271599824,326.4026384166314
48,60.26442359743564,335.91173467615164
49,65.75162470402054,348.04669528563596
50,65.28469952744726,361.1819779191872
51,63.9416165447455,373.13318461190806
52,71.55918959839128,381.34999404754154
53,66.43438039577514,389.33104605877656
54,71.86450704078231,398.6564817664972
55,72.3751072119951,413.3610714663984
56,71.57123439639555,424.7312408486911
57,73.25716992209726,431.2686613834848
58,72.98136648680543,451.0228286855106
59,74.87359504991534,454.8624191542614
60,76.8682881884364,462.07443938548886
61,76.85875698622787,481.76564035829216
62,77.31947923981495,489.65693284710653
63,78.68645981941614,504.4402473244175
64,80.64087579378095,517.2367676839625
65,80.04792544728494,524.2712430799636
66,83.28067058844823,541.9950725487829
67,80.4524898775045,553.4615748791878
68,82.30617560727423,560.2698282102701
69,84.09159225823909,578.5567975167362
70,85.20788710457403,590.8295144022355
71,85.72708873406947,602.9212866650633
72,87.03007268445118,617.7657755876656
73,86.69008931786513,627.1778824937996
74,91.35492620799505,645.7672911097742
75,89.38984492272154,656.3068759910642
76,92.035655703082,671.4993967786371
77,91.23542276531924,684.5817336655791
78,96.50131096833772,698.6304322627952
79,95.3205267724964,708.436409283653
80,91.67764539898616,717.7504590006715
81,97.85894734596704,731.8872618398577
82,94.5874969964737,745.5346757192914
83,102.03130572962763,761.3944249851362
84,97.85097984468607,775.5535671355902
85,100.03598011190742,791.3327576034324
86,102.04446236758952,799.8472540632356
87,102.66544898863856,816.6988207339464
88,103.48918818601399,834.524891283787
89,104.23442768179585,844.8338286040298
90,107.44288920388036,857.5121588189152
91,105.07154846760398,874.7954161991316
92,106.84719597961187,884.6428606609043
93,107.23805630089659,900.6209126615328
94,107.95298310303127,916.0560390866214
95,109.56172933076877,925.360441734932
96,111.37833127509634,945.4936162105674
97,110.89531153300803,958.877878151167
98,113.0359601053645,972.2693868612231
99,111.62752439064123,987.3461946627383
